topic,gender_effect,gender_se,gender_p
1,0.197124176560417,0.0129759267533504,1.21132177963669e-49
2,-0.124271657849761,0.0127657866689259,5.90102780428337e-22
3,-0.0887576490706834,0.015506530607094,1.18332899207152e-08
4,0.00902362491853136,0.0139189990615423,0.516861447875846
5,0.00650253246508964,0.012661465288164,0.607605105355437
