doc_id,gender,interviewer,topic_1,topic_2,topic_3,topic_4,topic_5
RG-50.030.0006_trs_en.txt,Male,Linda G. Kuzmack; Linda G. Kuzmack,0.0209382538679834,0.1699968618296,0.476515195917491,0.218127355123796,0.114422333261129
RG-50.030.0014_trs_en.txt,Female,Linda G. Kuzmack; Linda G. Kuzmack,0.357104008862539,0.156759732174344,0.0527332680914201,0.228424225806015,0.204978765065681
RG-50.030.0016_trs_en.txt,Male,Randy M. Goldman; Randy M. Goldman,0.199234607915174,0.0679594142754095,0.583856939853167,0.104261939750887,0.0446870982053622
RG-50.030.0038_trs_en.txt,Male,Linda G. Kuzmack; Linda G. Kuzmack,0.00994274598316867,0.136318052519471,0.317416553028124,0.492073261543034,0.0442493869262028
RG-50.030.0054_trs_en.txt,Female,Adina Conn; Adina Conn,0.119048456819446,0.0162485635458861,0.131342081007033,0.669481955311492,0.063878943316143
RG-50.030.0063_trs_en.txt,Male,Dr. Joan Ringelheim; Dr. Joan Ringelheim,0.0270545338940902,0.791065209416666,0.0485613980532392,0.0952217019757634,0.0380971566602409
RG-50.030.0069_trs_en.txt,Female,Linda G. Kuzmack; Linda G. Kuzmack,0.356850051108014,0.024308720311103,0.282101235877965,0.123152762247054,0.213587230455864
RG-50.030.0074_trs_en.txt,Male,Michael Berenbaum; Dr. Joan Ringelheim,0.00182236751616022,0.300411751377018,0.120976717746472,0.516512346459528,0.0602768169008222
RG-50.030.0092_trs_en.txt,Male,Linda G. Kuzmack; Linda G. Kuzmack,0.0539635202147284,0.0263799076002041,0.660441487505604,0.206648642613535,0.052566442065929
RG-50.030.0095_trs_en.txt,Male,Linda G. Kuzmack; Linda G. Kuzmack,0.0437599457865485,0.244231829933553,0.228119269390275,0.416257994957466,0.0676309599321586
RG-50.030.0103_trs_en.txt,Male,Holly Snyder; Holly Snyder,0.00353969663733672,0.764639652618334,0.0356885209119867,0.0119208201787737,0.184211309653569
RG-50.030.0104_trs_en.txt,Male,Linda G. Kuzmack; Linda G. Kuzmack,0.0193628658790076,0.115478674919406,0.685746940014517,0.0965870228309349,0.0828244963561345
RG-50.030.0122_trs_en.txt,Female,Linda G. Kuzmack; Linda G. Kuzmack,0.14289897919061,0.0614614045596152,0.596015821628203,0.0924830751706384,0.107140719450934
RG-50.030.0123_trs_en.txt,Female,Linda G. Kuzmack; Linda G. Kuzmack,0.1934777477828,0.0239725258044941,0.56776328642938,0.157989423226487,0.0567970167568397
RG-50.030.0135_trs_en.txt,Male,Linda G. Kuzmack; Linda G. Kuzmack,0.0106053160472684,0.12378656099545,0.0897257523422397,0.708206374118233,0.0676759964968093
RG-50.030.0186_trs_en.txt,Female,Linda G. Kuzmack; Linda G. Kuzmack,0.456485868600512,0.133882682851266,0.106094899664772,0.238991972206391,0.0645445766770586
RG-50.030.0200_trs_en.txt,Male,Linda G. Kuzmack; Linda G. Kuzmack,0.0129241781010757,0.168229234157581,0.626711942043261,0.0976230616649053,0.094511584033177
RG-50.030.0211_trs_en.txt,Male,Linda G. Kuzmack; Linda G. Kuzmack,0.0200759276807164,0.066568283501668,0.780954707434599,0.0655955815964661,0.0668054997865502
RG-50.030.0215_trs_en.txt,Male,Linda G. Kuzmack; Linda G. Kuzmack,0.0263000919034949,0.0759292121779013,0.607249757959794,0.181600668973145,0.108920268985664
RG-50.030.0217_trs_en.txt,Male,Linda G. Kuzmack; Linda G. Kuzmack,0.0112740561072267,0.154940792612325,0.728181364902494,0.033411225209631,0.0721925611683232
RG-50.030.0264_trs_en.txt,Female,Linda G. Kuzmack; Linda G. Kuzmack,0.0567115192004549,0.0862429058349306,0.063114358827368,0.63477071188929,0.159160504247957
RG-50.030.0276_trs_en.txt,Male,Dr. Radu Ioanid; Dr. Radu Ioanid,0.0680952243636838,0.106773015599859,0.665858920381542,0.0641489654454429,0.0951238742094721
RG-50.030.0284_trs_en.txt,Male,Dr. Joan Ringelheim; Dr. Joan Ringelheim,0.0468203603546641,0.490952306276683,0.10943215426235,0.315509405552004,0.0372857735542986
RG-50.030.0293_trs_en.txt,Female,Sandra Bradley; Sandra Bradley,0.117718289606436,0.054420479526618,0.508502185349284,0.25499448985381,0.0643645556638524
RG-50.030.0301_trs_en.txt,Male,Dr. Joan Ringelheim; Dr. Joan Ringelheim,0.0344565054764777,0.823096812145222,0.0852308083394133,0.02998419796626,0.0272316760726265
RG-50.030.0314_trs_en.txt,Male,Randy M. Goldman; Randy M. Goldman,0.01673730572312,0.751240517743525,0.0333624117032217,0.109360153304402,0.089299611525731
RG-50.030.0330_trs_en.txt,Male,Judith Goldstein; Judith Goldstein,0.0213170765156549,0.732519069363929,0.0356160987768045,0.0539179116328065,0.156629843710805
RG-50.030.0335_trs_en.txt,Male,Randy M. Goldman; Randy M. Goldman,0.0133903447207845,0.325238515204698,0.0553418623488075,0.563216952992591,0.0428123247331191
RG-50.030.0358_trs_en.txt,Female,Randy M. Goldman; Randy M. Goldman,0.591679820566904,0.0145582149907585,0.313904364405013,0.032306480547219,0.0475511194901053
RG-50.030.0400_trs_en.txt,Female,Katie Davis; Katie Davis,0.566767008073569,0.0125942057442397,0.328424736855504,0.000762251578522111,0.0914517977481654
RG-50.030.0406_trs_en.txt,Male,Dr. Joan Ringelheim; Dr. Joan Ringelheim,0.265956741147557,0.544292238925775,0.134978624879905,0.0252990935591841,0.0294733014875786
RG-50.030.0412_trs_en.txt,Female,Dr. Joan Ringelheim; Dr. Joan Ringelheim,0.665714472320633,0.0451318604016548,0.209475948297686,0.0150002338066392,0.0646774851733872
