topic,gender_effect,gender_se,gender_p
1,0.202609229986829,0.013036431918018,9.19412580340813e-52
2,-0.112601087038314,0.012910251064642,5.29291279110119e-18
3,-0.0748006211010954,0.015635518968964,1.83212861826472e-06
4,-0.0283697991913444,0.0138813986319343,0.0410992693227641
5,0.0127856079727096,0.0123239310095803,0.299634638369073
