topic,gender_effect,gender_se,gender_p
1,-0.00610446681852753,0.00803707876120729,0.447612124231126
2,-0.00986051105363734,0.0166147800657808,0.552922097350419
3,-0.045602760806847,0.0129072171808793,0.000419145236823043
4,0.154550054735476,0.0139338128540895,7.41845861114242e-28
5,-0.0933482701861143,0.0119362698074129,8.09078725150377e-15
