doc_id,topic,gender,year,gamma
RG-50.549.02.0006_trs_en.txt,6,Female,1997,0.100976378457049
RG-50.549.02.0021_trs_en.txt,5,Male,1998,0.313749805645747
RG-50.549.02.0021_trs_en.txt,6,Male,1998,0.12089541758845
RG-50.549.02.0021_trs_en.txt,10,Male,1998,0.10442168369832
RG-50.549.02.0036_trs_en.txt,6,Male,1999,0.657922193341907
RG-50.549.02.0036_trs_en.txt,10,Male,1999,0.124904133243138
RG-50.549.02.0036_trs_en.txt,5,Male,1999,0.0659136846684868
RG-50.549.02.0037_trs_en.txt,6,Male,1999,0.265761230782022
RG-50.549.02.0037_trs_en.txt,10,Male,1999,0.185664087947293
RG-50.549.02.0037_trs_en.txt,9,Male,1999,0.171326694451547
RG-50.549.02.0052_trs_en.txt,10,Male,1999,0.571743941141016
RG-50.549.02.0052_trs_en.txt,6,Male,1999,0.119373168709728
RG-50.549.02.0052_trs_en.txt,3,Male,1999,0.0905754920663711
RG-50.549.02.0059_trs_en.txt,10,Female,1999,0.517233798572906
RG-50.549.02.0059_trs_en.txt,5,Female,1999,0.215641525695042
RG-50.549.02.0059_trs_en.txt,9,Female,1999,0.0983000025990719
RG-50.549.05.0005_trs_en.txt,5,Female,1999,0.412666268882065
RG-50.549.05.0005_trs_en.txt,9,Female,1999,0.27562475151533
RG-50.549.05.0005_trs_en.txt,4,Female,1999,0.102744182028977
RG-50.999.0419_trs_en.txt,7,Male,2013,0.625306886816952
RG-50.999.0419_trs_en.txt,1,Male,2013,0.145802193970371
RG-50.999.0419_trs_en.txt,9,Male,2013,0.0820160005399382
RG-50.999.0454_trs_en.txt,8,Female,2014,0.583047726201026
RG-50.999.0454_trs_en.txt,4,Female,2014,0.203892412728138
RG-50.999.0454_trs_en.txt,1,Female,2014,0.0724679266750188
RG-50.999.0460_trs_en.txt,8,Female,2014,0.591360034243903
RG-50.999.0460_trs_en.txt,4,Female,2014,0.139630312585529
RG-50.999.0460_trs_en.txt,5,Female,2014,0.0971204544996029
RG-50.999.0464_trs_en.txt,8,Female,2014,0.621896135306135
RG-50.999.0464_trs_en.txt,9,Female,2014,0.136459699472515
RG-50.999.0464_trs_en.txt,1,Female,2014,0.103084241887718
RG-50.999.0482_trs_en.txt,8,Male,2014,0.436440013230238
RG-50.999.0482_trs_en.txt,1,Male,2014,0.130431820025247
RG-50.999.0482_trs_en.txt,7,Male,2014,0.101292878041313
RG-50.999.0490_trs_en.txt,8,Male,2014,0.632211987218225
RG-50.999.0490_trs_en.txt,1,Male,2014,0.106506313650682
RG-50.999.0490_trs_en.txt,2,Male,2014,0.0525649054835008
RG-50.999.0508_trs_en.txt,8,Male,2015,0.635883090910053
RG-50.999.0508_trs_en.txt,4,Male,2015,0.0905450709500061
RG-50.999.0508_trs_en.txt,5,Male,2015,0.0675356209021562
RG-50.999.0532_trs_en.txt,8,Female,2015,0.604230507380988
RG-50.999.0532_trs_en.txt,4,Female,2015,0.12241074986814
RG-50.999.0532_trs_en.txt,5,Female,2015,0.0645386513661641
RG-50.999.0585_trs_en.txt,8,Female,2017,0.504073023845431
RG-50.999.0585_trs_en.txt,4,Female,2017,0.218588814609315
RG-50.999.0585_trs_en.txt,1,Female,2017,0.107083919396154
RG-50.999.0610_trs_en.txt,8,Male,2017,0.559908574057908
RG-50.999.0610_trs_en.txt,9,Male,2017,0.0852502750847331
RG-50.999.0610_trs_en.txt,4,Male,2017,0.085245012994574
RG-50.999.0616_trs_en.txt,8,Female,2017,0.435988802674632
RG-50.999.0616_trs_en.txt,4,Female,2017,0.32132947837321
RG-50.999.0616_trs_en.txt,5,Female,2017,0.0851270065123433
